de todas as,de todos os,mais do que,no sei que,no sei se,todos os dias,$heteronomio,$poema
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Creio que irei morrer Mas o sentido de morrer no me move Lembrome que morrer no deve ter sentido Isto de viver e morrer so classificaes como as das plantas Que folhas ou que flores tm uma classificao Que vida tem a vida ou que morte a morte Tudo so termos onde se define () [Um verso ilegvel e incompleto
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,De longe vejo passar no rio um navio Vai Tejo abaixo indiferentemente Mas no  indiferentemente por no se importar comigo E eu no exprimo desolao com isto  indiferentemente por no ter sentido nenhum Externo ao fato ] amente navio De ir rio abaixo sem rumo ()] de metafsica Rio abaixo at  realidade do mar
0.0,0.0,0.0,0.04674975156511758,0.0,0.0,caeiro,"Dizesme: tu s mais alguma cousa Que uma pedra ou uma planta Dizesme: sentes pensas e sabes Que pensas e sentes Ento as pedras escrevem versos Ento as plantas tm idias sobre o mundo Sim: h diferena Mas no  a diferena que encontras; Porque o ter conscincia no me obriga a ter teorias sobre as cousas: S me obriga a ser consciente Se sou mais que uma pedra ou uma planta No sei Sou diferente No sei o que  mais ou menos Ter conscincia  mais que ter cor Pode ser e pode no ser Sei que  diferente apenas Ningum pode provar que  mais que s diferente Sei que a pedra  a real e que a planta existe Sei isto porque elas existem Sei isto porque os meus sentidos mo mostram Sei que sou real tambm Sei isto porque os meus sentidos mo mostram Embora com menos clareza que me mostram a pedra e a planta No sei mais nada Sim escrevo versos e a pedra no escreve versos Sim fao idias sobre o mundo e a planta nenhumas Mas  que as pedras no so poetas so pedras; E as plantas so plantas s e no pensadores Tanto posso dizer que sou superior a elas por isto Como que sou inferior Mas no digo isso: digo da pedra "" uma pedra"" Digo da planta "" uma planta"" Digo de mim ""sou eu"" E no digo mais nada Que mais h a dizer"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,"Entre o que vejo de um campo e o que vejo de outro campo Passa um momento uma figura de homem Os seus passos vo com ""ele"" na mesma realidade Mas eu reparo para ele e para eles e so duas cousas: O ""homem"" vai andando com as suas idias falso e estrangeiro E os passos vo com o sistema antigo que faz pernas andar Olhoo de longe sem opinio nenhuma Que perfeito que  nele o que ele   o seu corpo A sua verdadeira realidade que no tem desejos nem esperanas Mas msculos e a maneira certa e impessoal de os usar"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro, noite A noite  muito escura Numa casa a uma grande distncia Brilha a luz duma janela Vejoa e sintome humano dos ps  cabea  curioso que toda a vida do indivduo que ali mora e que no sei quem  Atraime s por essa luz vista de longe Sem dvida que a vida dele  real e ele tem cara gestos famlia e profisso Mas agora s me importa a luz da janela dele Apesar de a luz estar ali por ele a ter acendido A luz  a realidade imediata para mim Eu nunca passo para alm da realidade imediata Para alm da realidade imediata no h nada Se eu de onde estou s veio aquela luz Em relao  distncia onde estou h s aquela luz O homem e a famlia dele so reais do lado de l da janela Eu estou do lado de c a uma grande distncia A luz apagouse Que me importa que o homem continue a existir
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Estas verdades no so perfeitas porque so ditas E antes de ditas pensadas Mas no fundo o que est certo  elas negaremse a si prprias Na negao oposta de afirmarem qualquer cousa A nica afirmao  ser E ser o oposto  o que no queria de mim
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Estou doente Meus pensamentos comeam a estar confusos Mas o meu corpo tirado s cousas entra nelas Sintome parte das cousas com  E uma grande libertao comea a fazerse em mim Uma grande alegria solene como a de eu estar vem () [Um verso ilegvel]
0.0,0.0,0.0,0.0,0.0,0.0,caeiro, talvez o ltimo dia da minha vida Saudei o sol levantando a mo direita Mas no o saudei dizendolhe adeus Fiz sinal de gostar de o ver antes: mais nada
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Falas de civilizao e de no dever ser Ou de no dever ser assim Dizes que todos sofrem ou a maioria de todos Com as cousas humanas postas desta maneira Dizes que se fossem diferentes sofreriam menos Dizes que se fossem como tu queres seria melhor Escuto sem te ouvir Para que te quereria eu ouvir Ouvindote nada ficaria sabendo Se as cousas fossem diferentes seriam diferentes: eis tudo Se as cousas fossem como tu queres seriam s como tu queres Ai de ti e de todos que levam a vida A querer inventar a mquina de fazer felicidade
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Gozo os campos sem reparar para eles Perguntasme por que os gozo Porque os gozo respondo Gozar uma flor  estar ao p dela inconscientemente E ter uma noo do seu perfume nas nossas idias mais apagadas Quando reparo no gozo: vejo Fecho os olhos e o meu corpo que est entre a erva Pertence inteiramente ao exterior de quem fecha os olhos  dureza fresca da terra cheirosa e irregular; E alguma cousa dos rudos indistintos das cousas a existir E s uma sombra encarnada de luz me carrega levemente nas rbitas E s um resto de vida ouve
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Hoje de manh sa muito cedo Por ter acordado ainda mais cedo E no ter nada que quisesse fazer No sabia por caminho tomar Mas o vento soprava forte varria para um lado E segui o caminho para onde o vento me soprava nas costas Assim tem sido sempre a minha vida e assim quero que possa ser sempre  Vou onde o vento me leva e no me Sinto pensar
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,No basta abrir a janela Para ver os campos e o rio No  bastante no ser cego Para ver as rvores e as flores  preciso tambm no ter filosofia nenhuma Com filosofia no h rvores: h idias apenas H s cada um de ns como uma cave H s uma janela fechada e todo o mundo l fora; E um sonho do que se poderia ver se a janela se abrisse Que nunca  o que se v quando se abre a janela
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Navio que partes para longe Por que  que ao contrrio dos outros No fico depois de desapareceres com saudades de ti Porque quando te no vejo deixaste de existir E se se tem saudades do que no existe Sintoa em relao a cousa nenhuma; No  do navio  de ns que sentimos saudade
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Noite de S Joo para alm do muro do meu quintal Do lado de c eu sem noite de S Joo Porque h S Joo onde o festejam Para mim h uma sombra de luz de fogueiras na noite Um rudo de gargalhadas os baques dos saltos E um grito casual de quem no sabe que eu existo
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Nunca sei como  que se pode achar um poente triste S se  por um poente no ter uma madrugada Mas se ele  um poente como  que ele havia de ser uma madrugada
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,O espelho reflecte certo; no erra porque no pensa Pensar  essencialmente errar Errar  essencialmente estar cego e surdo
0.0,0.0,0.0,0.0,0.0964549832679743,0.0,caeiro,Ontem o pregador de verdades dele Falou outra vez comigo Falou do sofrimento das classes que trabalham (No do das pessoas que sofrem que  afinal quem sofre) Falou da injustia de uns terem dinheiro E de outros terem fome que no sei se  fome de comer Ou se  s fome da sobremesa alheia Falou de tudo quanto pudesse fazelo zangarse
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,"O que ouviu os meus versos disseme: ""Que tem isso de novo Todos sabem que unia flor  uma flor e uma rvore  uma rvore Mas eu respondi nem todos ( ) Porque todos amam as flores por serem belas e eu sou diferente E todos amam as rvores por serem verdes e darem sombra mas eu no Eu amo as flores por serem flores diretamente Eu amo as rvores por serem rvores sem o meu pensamento"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,O nico mistrio do Universo  o mais e no o menos Percebemos demais as cousas  eis o erro a dvida O que existe transcende para mim o que julgo que existe A Realidade  apenas real e no pensada O Universo O universo no  uma idia minha A minha idia do Universo  que  uma idia minha A noite no anoitece pelos meus olhos A minha idia da noite  que anoitece por meus olhos Fora de eu pensar e de haver quaisquer pensamentos A noite anoitece concretamente E o fulgor das estrelas existe como se tivesse peso
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Pouco a pouco o campo se alarga e se doura A manh extraviase pelos irregulares da plancie Sou alheio ao espetculo que vejo: vejoo  exterior a mim Nenhum sentimento me liga a ele E  esse sentimento que me liga  manh que aparece
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Pouco me importa Pouco me importa o que No sei: pouco me importa
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Primeiro prenncio de trovoada de depois de amanh As primeiras nuvens brancas pairam baixas no cu mortio Da trovoada de depois de amanh Tenho a certeza mas a certeza  mentira Ter certeza  no estar vendo Depois de amanh no h O que h  isto: Um cu de azul um pouco bao umas nuvens brancas no horizonte Com um retoque de sujo embaixo como se viesse negro depois Isto  o que hoje  E como hoje por enquanto  tudo isto  tudo Quem sabe se eu estarei morto depois de amanh Se eu estiver morto depois de amanh a trovoada de depois de amanh Ser outra trovoada do que seria se eu no tivesse morrido Bem sei que a trovoada no cai da minha vista Mas se eu no estiver no mundo O mundo ser diferente  Haver eu a menos  E a trovoada cair num mundo diferente e no ser a mesma trovoada
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Pastor do monte to longe de mim com as tuas ovelhas Que felicidade  essa que pareces ter  a tua ou a minha A paz que sinto quando te vejo pertenceme ou pertencete No nem a ti nem a mim pastor Pertence s  felicidade e  paz Nem tu a tens porque no sabes que a tens Nem eu a tenho porque sei que a tenho Ela  ela s e cai sobre ns como o sol Que te bate nas costas e te aquece e tu pensas noutra cousa indiferentemente E me bate na cara e me ofusca e eu s penso no sol
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Quando tornar a vir a Primavera Talvez j no me encontre no mundo Gostava agora de poder julgar que a Primavera  gente Para poder supor que ela choraria Vendo que perdera o seu nico amigo Mas a Primavera nem sequer  uma cousa:  uma maneira de dizer Nem mesmo as flores tornam ou as folhas verdes H novas flores novas folhas verdes H outros dias suaves Nada torna nada se repete porque tudo  real
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Quando vier a Primavera Se eu j estiver morto As flores floriro da mesma maneira E as rvores no sero menos verdes que na Primavera passada A realidade no precisa de mim Sinto uma alegria enorme Ao pensar que a minha morte no tem importncia nenhuma Se soubesse que amanh morria E a Primavera era depois de amanh Morreria contente porque ela era depois de amanh Se esse  o seu tempo quando havia ela de vir seno no seu tempo Gosto que tudo seja real e que tudo esteja certo; E gosto porque assim seria mesmo que eu no gostasse Por isso se morrer agora morro contente Porque tudo  real e tudo est certo Podem rezar latim sobre o meu caixo se quiserem Se quiserem podem danar e cantar  roda dele No tenho preferncias para quando j no puder ter preferncias O que for quando for  que ser o que 
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Quando est frio no tempo do frio para mim  como se estivesse agradvel Porque para o meu ser adequado  existncia das cousas O natural  o agradvel s por ser natural Aceito as dificuldades da vida porque so o destino Como aceito o frio excessivo no alto do Inverno  Calmamente sem me queixar como quem meramente aceita E encontra uma alegria no fato de aceitar  No fato sublimemente cientfico e difcil de aceitar o natural inevitvel Que so para mim as doenas que tenho e o mal que me acontece Seno o Inverno da minha pessoa e da minha vida O Inverno irregular cujas leis de aparecimento desconheo Mas que existe para mim em virtude da mesma fatalidade sublime Da mesma inevitvel exterioridade a mim Que o calor da terra no alto do Vero E o frio da terra no cimo do Inverno Aceito por personalidade Nasci sujeito como os outros a erros e a defeitos Mas nunca ao erro de querer compreender demais Nunca ao erro de querer compreender s corri a inteligncia Nunca ao defeito de exigir do Mundo Que fosse qualquer cousa que no fosse o Mundo
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,"Quando a erva crescer em cima da minha sepultura Seja este o sinal para me esquecerem de todo A Natureza nunca se recorda e por isso  bela E se tiverem a necessidade doentia de ""interpretar"" a erva verde sobre a minha sepultura Digam que eu continuo a verdecer e a ser natural"
0.0,0.0,0.0,0.0,0.034614356187071475,0.0,caeiro,"Seja o que for que esteja no centro do Mundo Deume o mundo exterior por exemplo de Realidade E quando digo ""isto  real"" mesmo de um sentimento Vejoo sem querer em um espao qualquer exterior Vejoo com uma viso qualquer fora e alheio a mim Ser real quer dizer no estar dentro de mim Da minha pessoa de dentro no tenho noo de realidade Sei que o mundo existe mas no sei se existo Estou mais certo da existncia da minha casa branca Do que da existncia interior do dono da casa branca Creio mais no meu corpo do que na minha alma Porque o meu corpo apresentase no meio da realidade Podendo ser visto por outros Podendo tocar em outros Podendo sentarse e estar de p Mas a minha alma s pode ser definida por termos de fora Existe para mim  nos momentos em que julgo que efetivamente existe  Por um emprstimo da realidade exterior do Mundo Se a alma  mais real Que o mundo exterior como tu filsofos dizes Para que  que o mundo exterior me foi dado como tipo da realidade"" Se  mais certo eu sentir Do que existir a cousa que sinto  Para que sinto E para que surge essa cousa independentemente de mim Sem precisar de mim para existir E eu sempre ligado a mimprprio sempre pessoal e intransmissvel Para que me movo com os outros Em um mundo em que nos entendemos e onde coincidimos Se por acaso esse mundo  o erro e eu  que estou certo Se o Mundo  um erro  um erro de toda a gente E cada um de ns  o erro de cada um de ns apenas Cousa por cousa o Mundo  mais certo Mas por que me interrogo seno porque estou doente Nos dias certos; nos dias exteriores da minha vida Nos meus dias de perfeita lucidez natural Sinto sem sentir que sinto Vejo sem saber que vejo E nunca o Universo  to real como ento Nunca o Universo est (no  perto ou longe de mim Mas) to sublimemente nomeu Quando digo "" evidente"" quero acaso dizer ""s eu  que o vejo"" Quando digo "" verdade"" quero acaso dizer "" minha opinio"" Quando digo ""ali est"" quero acaso dizer ""no est ali"" E se isto  assim na vida por que ser diferente na filosofia Vivemos antes de filosofar existimos antes de o sabermos E o primeiro fato merece ao menos a precedncia e o culto Sim antes de sermos interior somos exterior Por isso somos exterior essencialmente Dizes filsofo doente filsofo enfim que isto  materialismo Mas isto como pode ser materialismo se materialismo  uma ilosofia Se uma filosofia seria pelo menos sendo minha uma filosofia minha E isto nem sequer  meu nem sequer sou eu"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Se eu morrer novo Sem poder publicar livro nenhum Sem ver a cara que tm os meus versos em letra impressa Peo que se se quiserem ralar por minha causa Que no se ralem Se assim aconteceu assim est certo Mesmo que os meus versos nunca sejam impressos Eles l tero a sua beleza se forem belos Mas eles no podem ser belos e ficar por imprimir Porque as razes podem estar debaixo da terra Mas as flores florescem ao ar livre e  vista Tem que ser assim por fora Nada o pode impedir Se eu morrer muito novo oiam isto: Nunca fui seno uma criana que brincava Fui gentio como o sol e a gua De uma religio universal que s os homens no tm Fui feliz porque no pedi cousa nenhuma Nem procurei achar nada Nem achei que houvesse mais explicao Que a palavra explicao no ter sentido nenhum No desejei seno estar ao sol ou  chuva  Ao sol quando havia sol E  chuva quando estava chovendo (E nunca a outra cousa) Sentir calor e frio e vento E no ir mais longe Uma vez amei julguei que me amariam Mas no fui amado No fui amado pela nica grande razo  Porque no tinha que ser Consoleime voltando ao sol e  chuva E sentandome outra vez  porta de casa Os campos afinal no so to verdes para os que so amados Como para os que o no so Sentir  estar distrado
0.0,0.0,0.0,0.0,0.0,0.04742237028415456,caeiro,"Se depois de eu morrer quiserem escrever a minha biografia No h nada mais simples Tem s duas datas  a da minha nascena e a da minha morte Entre uma e outra cousa todos os dias so meus Sou fcil de definir Vi como um danado Amei as cousas sem sentimentalidade nenhuma Nunca tive um desejo que no pudesse realizar porque nunca ceguei Mesmo ouvir nunca foi para mim seno um acompanhamento de ver Compreendi que as cousas so reais e todas diferentes umas das outras; Compreendi isto com os olhos nunca com o pensamento Compreender isto corri o pensamento seria achlas todas iguais Um dia deume o sono como a qualquer criana Fechei os olhos e dormi Alm disso fui o nico poeta da Natureza Se o Homem Fosse Se o homem fosse como deveria ser No um animal doente mas o mais perfeito dos animais Animal directo e no indirecto Devia ser outra a sua forma de encontrar tini sentido s cousas Outra e verdadeira Devia haver adquirido um sentido do ""conjunto""; Um sentido como ver e ouvir do ""total"" elas cousas E no como temos um pensamento do ""conjunto""; E no como temos uma idia do ""total"" das cousas E assim  veramos  no teramos noo do ""conjunto"" ou do ""total"" Porque o sentido do ""total"" ou do ""conjunto"" no vem de um total ou de um conjunto Mas da verdadeira Natureza talvez nem todo nem partes"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Tambm sei fazer conjeturas H em cada cousa aquilo que ela  que a anima Na planta est por fora e  urna ninfa pequena No animal  um ser interior longnquo No homem  a alma que vive com ele e  j ele Nos deuses tem o mesmo tamanho E o mesmo espao que o corpo E  a mesma cousa que o corpo
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Todas as opinies que h sobre a Natureza Nunca fizeram crescer uma erva ou nascer uma flor Toda a sabedoria a respeito das cousas Nunca foi cousa em que pudesse pegar como nas cousas; Se a cincia quer ser verdadeira Que cincia mais verdadeira que a das cousas sem cincia Fecho os olhos e a terra dura sobre que me deito Tem uma realidade to real que at as minhas costas a sentem No preciso de raciocnio onde tenho espduas
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Tu mstico vs uma significao em todas as cousas Para ti tudo tem um sentido velado H uma cousa oculta em cada cousa que vs O que vs vlo sempre para veres outra cousa Para mim graas a ter olhos s para ver Eu vejo ausncia de significao em todas as cousas; Vejoo e amome porque ser uma cousa  no significar nada Ser uma cousa  no ser susceptvel de interpretao
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Um dia de chuva  to belo como um dia de sol Ambos existem; cada um como 
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,"ltima estrela a desaparecer antes do dia Pouso no teu trmulo azular branco os meus olhos calmos E vejote independentemente de mim; Alegre pelo critrio () que tenho em Poder verte Sem ""estado de alma"" nenhum sonho verte A tua beleza para mim est em existires A tua grandeza est em existires inteiramente fora de mim"
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Uma Gargalhada de rapariga soa do ar da estrada Riu do que disse quem no vejo Lembrome j que ouvi Mas se me falarem agora de uma gargalhada de rapariga da estrada Direi: no os montes as terras ao sol o sol a casa aqui E eu que s oio o rudo calado do sangue que h na minha vida dos dois lados da cabea
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Verdade mentira certeza incerteza Aquele cego ali na estrada tambm conhece estas palavras Estou sentado num degrau alto e tenho as mos apertadas Sobre o mais alto dos joelhos cruzados Bem: verdade mentira certeza incerteza o que so O cego pra na estrada Desliguei as mos de cima do joelho Verdade mentira certeza incerteza so as mesmas Qualquer cousa mudou numa parte da realidade  os meus joelhos e as minhas mos Qual  a cincia que tem conhecimento para isto O cego continua o seu caminho e eu no fao mais gestos J no  a mesma hora nem a mesma gente nem nada igual Ser real  isto
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Vive dizes no presente Vive s no presente Mas eu no quero o presente quero a realidade; Quero as cousas que existem no o tempo que as mede O que  o presente  uma cousa relativa ao passado e ao futuro  uma cousa que existe em virtude de outras cousas existirem Eu quero s a realidade as cousas sem presente No quero incluir o tempo no meu esquema No quero pensar nas cousas como presentes; quero pensar nelas como cousas No quero separlas de siprprias tratandoas por presentes Eu nem por reais as devia tratar Eu no as devia tratar por nada Eu devia vlas apenas vlas; Vlas at no poder pensar nelas Vlas sem tempo nem espao Ver podendo dispensar tudo menos o que se v  esta a cincia de ver que no  nenhuma  
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Quando eu no te tinha Amava a Natureza como um monge calmo a Cristo Agora amo a Natureza Como um monge calmo  Virgem Maria Religiosamente a meu modo como dantes Mas de outra maneira mais comovida e prxima Vejo melhor os rios quando vou contigo Pelos campos at  beira dos rios; Sentado a teu lado reparando nas nuvens Reparo nelas melhor Tu no me tiraste a Natureza Tu no me mudaste a Natureza Trouxesteme a Natureza para ao p de mim Por tu existires vejoa melhor mas a mesma Por tu me amares amoa do mesmo modo mas mais Por tu me escolheres para te ter e te amar Os meus olhos fitaramna mais demoradamente Sobre todas as cousas No me arrependo do que fui outrora Porque ainda o sou S me arrependo de outrora te no ter amado
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Est alta no cu a lua e  primavera Penso em ti e dentro de mim estou completo Corre pelos vagos campos at mim uma brisa ligeira Penso em ti murmuro o teu nome; no sou eu: sou feliz Amanh virs andars comigo a colher flores pelos campos E eu andarei contigo pelos campos a verte colher flores Eu j te vejo amanh a colher flores comigo pelos campos Mas quando vieres amanh e andares comigo realmente a colher flores Isso ser uma alegria e uma novidade para mim
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Agora que sinto amor Tenho interesse nos perfumes Nunca antes me interessou que uma flor tivesse cheiro Agora sinto o perfume das flores como se visse uma coisa nova Sei bem que elas cheiravam como sei que existia So coisas que se sabem por fora Mas agora sei com a respirao da parte de trs da cabea Hoje as flores sabemme bem num paladar que se cheira Hoje s vezes acordo e cheiro antes de ver
0.0,0.0,0.0,0.17113660110284376,0.0,0.05599583722799266,caeiro,Todos os dias agora acordo com alegria e pena Antigamente acordava sem sensao nenhuma; acordava Tenho alegria e pena porque perco o que sonho E posso estar na realidade onde est o que sonho No sei o que heide fazer das minhas sensaes No sei o que heide ser comigo Quero que ela me diga qualquer coisa para eu acordar de novo Quem ama  diferente de quem   a mesma pessoa sem ningum V O amor  uma companhia J no sei andar s pelos caminhos Porque j no posso andar s Um pensamento visvel fazme andar mais depressa E ver menos e ao mesmo tempo gostar bem de ir vendo tudo Mesmo a ausncia dela  uma coisa que est comigo E eu gosto tanto dela que no sei como a desejar Se a no vejo imaginoa e sou forte como as rvores altas Mas se a vejo tremo no sei o que  feito do que sinto na ausncia dela Todo eu sou qualquer fora que me abandona Toda a realidade olha para mim como um girassol com a cara dela no meio
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Passei toda a noite sem saber dormir vendo sem espao a figura dela E vendoa sempre de maneiras diferentes do que a encontro a ela Fao pensamentos com a recordao do que ela  quando me fala E em cada pensamento ela varia de acordo com a sua semelhana Amar  pensar E eu quase que me esqueo de sentir s de pensar nela No sei bem o que quero mesmo dela e eu no penso seno nela Tenho uma grande distraco animada Quando desejo encontrla Quase que prefiro no a encontrar Para no ter que a deixar depois E prefiro pensar dela porque dela como  tenho qualquer medo No sei bem o que quero nem quero saber o que quero Quero s pensar ela No peo nada a ningum nem a ela seno pensar
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,Talvez quem v bem no sirva para sentir E no agrade por estar muito antes das maneiras  preciso ter modos para todas as cousas E cada cousa tem o seu modo e o amor tambm Quem tem o modo de ver os campos pelas ervas No deve ter a cegueira que faz fazer sentir Amei e no fui amado o que s vi no fim Porque no se  amado como se nasce mas como acontece Ela continua to bonita de cabelo e boca como dantes E eu continuo como era dantes sozinho no campo Como se tivesse estado de cabea baixa Penso isto e fico de cabea alta E o dourado do sol seca as lgrimas pequenas que no posso deixar de ter Como o campo  grande e o amor pequeno Olho e esqueo como o mundo enterra e as rvores se despem Eu no sei falar porque estou a sentir Estou a escutar a minha voz como se fosse de outra pessoa E a minha voz fala dela como se ela  que falasse Tem o cabelo de um louro amarelo de trigo ao sol claro E a boca quando fala diz cousas que no h nas palavras Sorri e os dentes so limpos como pedras do rio
0.0,0.0,0.0,0.0,0.0,0.0,caeiro,O pastor amoroso perdeu o cajado E as ovelhas tresmalharamse pela encosta E de tanto pensar nem tocou a flauta que trouxe para tocar Ningum lhe apareceu ou desapareceu Nunca mais encontrou o cajado Outros praguejando contra ele recolheramlhe as ovelhas Ningum o tinha amado afinal Quando se ergueu da encosta e da verdade falsa viu tudo: Os grandes vales cheios dos mesmos vrios verdes de sempre As grandes montanhas longe mais reais que qualquer sentimento A realidade toda com o cu e o ar e os campos que existem E sentiu que de novo o ar lhe abria mas com dor uma liberdade no peito 
